FY,Department,Division,Month,Category,Category_Group,Perm_Budget,Current_Budget,Expenditure,Balance,Date,Fiscal_Month,Month_Name
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Fringes,Fringes,210548,194026,397339.17,-203313.16999999998,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Recoveries/SLA's,Recoveries & Revenue,-30000,-30000,-444273.57,414273.57,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Technical/Printing,Supplies & Printing,0,0,24.19,-24.19,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Clothing/Supplies/Postage,Supplies & Printing,4400,4400,8306.47,-3906.4699999999993,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Training/Travel,Training & Travel,6325,6325,209,6116,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,University/FMD/Parking,Other,0,0,2705.06,-2705.06,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Telecomm/Wireless,Telecomm & Network,3600,3600,5307.49,-1707.4899999999998,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Software/Maintenance,Software & Maintenance,0,0,88.44,-88.44,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Equipment /RAMTECH,Equipment & Hardware,8800,8800,23019.5,-14219.5,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Hourly Wages,Salaries,0,0,19697.67,-19697.67,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Hourly Fringe,Salaries,0,0,20.82,-20.82,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,University Salary/VSDP/OT,Salaries,25511,27936,117068.10999999999,-89132.10999999999,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Fringe,Fringes,3282,1509,45569.2,-44060.2,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Bonus,Bonus/OT/VSDP,0,0,3256,-3256,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Supplies/Employee Clothing,Supplies & Printing,0,114722,31634.16,83087.84,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Other,Other,0,0,8326,-8326,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Bank Charges,Other,0,0,350.46,-350.46,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Revenue,Recoveries & Revenue,0,0,-96305.13,96305.13,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Internal Service Charge,Recoveries & Revenue,0,0,-3926.85,3926.85,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Telecomm/Wireless,Telecomm & Network,0,0,15,-15,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Shipping,Supplies & Printing,0,0,18.2,-18.2,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Salaries,Salaries,553498,561225,516000.77999999997,45224.22000000003,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,OT,Other,0,0,759.55,-759.55,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,On Call,Bonus/OT/VSDP,0,0,665,-665,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Bonuses,Bonus/OT/VSDP,4333,4333,7595,-3262,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Student/Hourly Wages,Salaries,80417,80417,331714.64,-251297.64,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Fringe PT,Fringes,6645,6645,18094.59,-11449.59,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Fringes,Fringes,195344,187062,192724.87,-5662.869999999995,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,OnePrint SLA/Printing,Supplies & Printing,0,0,3505.73,-3505.73,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Clothing/Supplies/Postage,Supplies & Printing,10600,10600,8432.18,2167.8199999999997,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Training/Travel,Training & Travel,9966,9966,6574.78,3391.2200000000003,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,University/FMD/Lease,Other,0,0,112,-112,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Telecomm/Wireless,Telecomm & Network,44120,44120,48367.149999999994,-4247.149999999994,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Software,Software & Maintenance,0,0,10017.08,-10017.08,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Hardware/RamTech,Equipment & Hardware,13867,13867,20895.82,-7028.82,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Recoveries/VCU Online,Recoveries & Revenue,-40000,-40000,-70700.76,30700.759999999995,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Equipment Maintenance,Software & Maintenance,425837,425837,256241.78,169595.22,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Electrical Maintenance/Service,Software & Maintenance,0,0,6743.25,-6743.25,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Other,Other,0,0,290.16,-290.16,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Equipment Install,Equipment & Hardware,0,0,314922.89,-314922.89,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Recoveries,Recoveries & Revenue,0,0,-19953.64,19953.64,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Classified Salary/VSDP,Salaries,196572,196572,580192.68,-383620.68000000005,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Classified /Univ OT,Other,8572,8572,14030.4,-5458.4,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,On Call,Bonus/OT/VSDP,0,0,1308.4,-1308.4,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Bonus,Bonus/OT/VSDP,0,0,11938.4,-11938.4,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Hourly/Student Wages,Salaries,65000,65000,153403.72,-88403.72,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Fringe PT,Fringes,4055,4055,3694,361,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Fringes,Fringes,154105,145689,217886.24,-72197.23999999999,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Express/Messenger Services,Other,26500,26500,230.14,26269.86,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Contractual - Printing/Advertising,Supplies & Printing,50838,103638,4549.68,99088.32,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Electrical/Hardware Maintenance,Software & Maintenance,168110,168110,3171.24,164938.76,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Software,Software & Maintenance,0,0,-105478.69,105478.69,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Supplies,Supplies & Printing,35600,35600,18890.710000000003,16709.289999999997,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Other,Other,0,0,6395,-6395,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Photographic Supplies,Supplies & Printing,110055,110055,121720.05,-11665.050000000003,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Fuel/Parking,Other,1000,1000,4247.85,-3247.8500000000004,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Freight/Postage/Mail,Supplies & Printing,1000,1000,8255.380000000001,-7255.380000000001,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Telecomm,Telecomm & Network,11800,11800,6659.84,5140.16,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Training/Travel,Training & Travel,4025,4025,7551.29,-3526.29,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,FMD/Data Install,Other,5000,5000,1401.78,3598.2200000000003,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Bank Charges,Other,30000,30000,14836.07,15163.93,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Equipment/RamTech,Equipment & Hardware,52846,52846,128972.18999999999,-76126.18999999999,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Recoveries/Internal charge,Recoveries & Revenue,-100036,-100036,-31540.81,-68495.19,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Sales/Services(Revenue),Recoveries & Revenue,-350000,-350000,-453158.55,103158.54999999999,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Classified/IT Salaries,Salaries,189802,193250,167191.91999999998,26058.080000000016,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Hourly/Bonus,Salaries,0,0,5747,-5747,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Hourly Fringe,Salaries,0,0,37.5,-37.5,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Fringes,Fringes,64924,62273,65412.87,-3139.8700000000026,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Technical/ Other,Other,68063,68063,3650,64413,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Software Maintenance,Software & Maintenance,-66793,-66793,20294.13,-87087.13,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Contractual/Printing,Supplies & Printing,8432,8432,11.06,8420.94,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Supplies,Supplies & Printing,6316,6316,1805.57,4510.43,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Fuel/Fleet,Other,0,0,210.68,-210.68,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Telecomm/Wireless,Telecomm & Network,6520,6520,6816.79,-296.78999999999996,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Lease Equipment,Equipment & Hardware,5000,5000,1716.22,3283.7799999999997,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Training/Travel,Training & Travel,1725,1725,5116.84,-3391.84,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Internal charge,Recoveries & Revenue,0,0,590,-590,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Equipment/RAMTECH,Equipment & Hardware,2,2,21741.62,-21739.62,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Classified/IT/Univ. Salaries,Salaries,391062,398774,373953.83999999997,24820.160000000033,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Bonuses,Bonus/OT/VSDP,1000,1000,8753,-7753,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Fringes,Fringes,132854,126927,145107.19,-18180.190000000002,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Contractual,Contractual & Services,0,0,56130,-66338.32,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Technical/Printing,Supplies & Printing,0,0,0.59,-0.59,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Clothing/Supplies/Postage,Supplies & Printing,1200,1200,225,975,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,University/FMD/Lease,Other,0,0,-200,200,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Telecomm/Wireless,Telecomm & Network,960,960,899.4,60.60000000000002,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Maintenance,Software & Maintenance,225160,225160,360241.13,-135081.13,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Software,Software & Maintenance,0,0,696,-696,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Equipment/RamTech,Equipment & Hardware,800,800,4069.22,-3269.22,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Salaries,Salaries,78654,80280,79218.96,1061.0399999999936,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Bonus,Bonus/OT/VSDP,333,333,1177,-844,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Fringes,Fringes,26756,25506,30356.539999999997,-4850.539999999997,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Supplies/Postage,Supplies & Printing,3533,3533,248.67,3284.33,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Telecomm,Telecomm & Network,640,640,180,460,2025-06-30,12,Jun
FY25,Technology Support Services,Technical Support Services,a/o 6/30/25,Software/Hardware,Software & Maintenance,3067,3067,445.99,2621.01,2025-06-30,12,Jun
FY25,Campus Card Services,Technical Support Services,a/o 6/30/25,Printing Services,Supplies & Printing,0,15349,-3733.02,19082.02,2025-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Univ. Salaries,Salaries,477356,483081.5,494784.73,-11703.229999999981,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,OnCall/Bonus,Bonus/OT/VSDP,0,0,8392,-8392,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,VSDP,Bonus/OT/VSDP,0,0,8991.27,-8991.27,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Fringes,Fringes,156921,156921,197775.13999999998,-40854.139999999985,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Other,Other,0,0,1579.11,-1579.11,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Printing/Postage,Supplies & Printing,0,0,47.92,-47.92,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Training/Travel,Training & Travel,3257,3257,2494.32,762.6799999999998,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Supplies,Supplies & Printing,6000,6000,304.16999999999996,5695.83,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Telecomm,Telecomm & Network,2291,2291,1619.77,671.23,2026-06-30,12,Jun
FY26,Central Services,Central Services,a/o 6/30/26,Hardware/Software/RamTech,Software & Maintenance,5061,5061,4027,1034,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Skilled Services/Internal,Contractual & Services,60629,60629,9828.91,50800.09,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Travel/Training,Training & Travel,2875,3886,46552.57,-42666.57,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Supplies,Supplies & Printing,4000,3788.27,1928.36,1859.91,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Telecomm,Telecomm & Network,0,0,1120.74,-1120.74,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Computer Software Maintenance,Software & Maintenance,0,0,13867.64,-13867.64,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Hardware/RamTech,Equipment & Hardware,5920,5920,872.19,5047.8099999999995,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Bonus,Bonus/OT/VSDP,0,0,1500,-1500,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,IT/ University Salaries,Salaries,439292,440333,428666.21,11666.789999999979,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Fringes,Fringes,213322,213322,166740.47,46581.53,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Memberships,Training & Travel,0,0,103500.11,-103500.11,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Travel/Training,Training & Travel,5244,5244,1200,4044,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Printing,Supplies & Printing,0,0,23.43,-23.43,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Postage,Supplies & Printing,0,0,-196553,196553,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Supplies/Other,Bonus/OT/VSDP,2510,2510,243.46,2266.54,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Electrical,Other,0,0,7336.51,-7336.51,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Telecomm/Wireless,Telecomm & Network,1440,1440,372.69,1067.31,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Software Maintenance,Software & Maintenance,144508,137006.59,702.76,136303.83,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Other,Other,0,0,52.57,-52.57,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Supplies,Supplies & Printing,17800,17340,1535.46,15804.54,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Lease Equipment,Equipment & Hardware,3200,3200,2015.16,1184.84,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Physical Plant/Repair,Other,1000,1000,1773.58,-773.5799999999999,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Parking,Other,0,0,30,-30,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Internal Charge,Recoveries & Revenue,0,0,171.57,-171.57,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Telecomm/Wireless,Telecomm & Network,4000,4000,3756.75,243.25,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Hardware Maintenance,Software & Maintenance,131000,131000,9060.53,121939.47,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Contractual,Contractual & Services,0,0,12000,-12000,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Network Components under $10K,Telecomm & Network,0,0,1058588.63,-1058588.63,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Other,Other,0,0,-1014,1014,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Software Maintenance,Software & Maintenance,2957600,2972479.58,1227947.65,1744531.9300000002,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Software /Cloud Subscriptions / 637037,Software & Maintenance,0,0,812113.89,-812113.89,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Internal charge,Recoveries & Revenue,0,0,-1113423.1,1113423.1,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Contractual Services,Contractual & Services,2349625,3015345,270000,2745345,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Software Maintenance,Software & Maintenance,0,0,1039362.97,-1039362.97,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Software/Cloud Subscriptions,Software & Maintenance,0,0,1563151.98,-1563151.98,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Other,Other,0,0,36000,-36000,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Internal Charge,Recoveries & Revenue,0,0,50000,-50000,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Equipment/Software,Software & Maintenance,0,0,258026.89,-258026.89,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Contractual/ Internal Serv. Charge,Recoveries & Revenue,0,0,-239411.09,239411.09,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Hourly Wages,Salaries,0,0,58693,-58693,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Hourly Fringe,Salaries,0,0,105.92,-105.92,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,IT/Univ Salary,Salaries,176903,181067,470841.95,-289774.95,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Fringe,Fringes,54071,54071,184674.54,-130603.54000000001,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Bonus,Bonus/OT/VSDP,0,0,6250,-6250,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Telephone/Network costs,Telecomm & Network,-360,-360,-346418,346058,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Supplies/Printing/Other,Bonus/OT/VSDP,1200,1200,5635.1900000000005,-4435.1900000000005,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Travel,Training & Travel,1725,1725,2613.8,-888.8000000000002,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Tele Centrex,Telecomm & Network,1440,1440,899.4,540.6,2026-06-30,12,Jun
FY26,Technology Services,Central Services,a/o 6/30/26,Other Equipement $10K and above,Other,2000,2000,3714,-1714,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Supplies,Supplies & Printing,185000,183150,1128.86,182021.14,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Office Supplies/Other,Bonus/OT/VSDP,0,0,523.82,-29723.82,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Network and Data Supplies,Supplies & Printing,0,0,110803.82,-110803.82,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Computer Operating Supplies,Supplies & Printing,0,0,32.99,-32.99,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Software/Cloud Subscriptions,Software & Maintenance,0,0,28629.809999999998,-28629.809999999998,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Desktop Computer under $10K,Equipment & Hardware,0,0,2477.12,-2477.12,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,IT Salaries/Univ Salaries,Salaries,2362678,2359123.49,2222233.87,136889.6200000001,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Classified On Call,Bonus/OT/VSDP,5238,5238,1392,3846,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Classified Overtime/VSDP,Bonus/OT/VSDP,476,476,8019.96,-7543.96,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Bonus,Bonus/OT/VSDP,4000,4000,33850,-29850,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Fringes,Fringes,811684,811684,865421.42,-53737.42000000004,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Training/Travel,Training & Travel,13625,13625,7478.44,6146.56,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Supplies,Supplies & Printing,9357,9357,117,9240,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Fuel/Postage,Supplies & Printing,0,0,517.33,-517.33,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,University/FMD/Other,Bonus/OT/VSDP,6000,6000,300.75,5699.25,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Fleet Mgt/Parking,Other,7370,7370,6927.66,442.34000000000015,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Telecomm/Wireless,Telecomm & Network,23052,23052,6343.639999999999,16708.36,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Printing,Supplies & Printing,0,0,151.94,-151.94,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Operating Lease Equipment/Lease Bldg.,Equipment & Hardware,1500,1500,8144.83,-6644.83,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Lease/Equipment,Equipment & Hardware,0,0,19383.26,-19383.26,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Software/Cloud Subscriptions,Software & Maintenance,0,0,918.25,-918.25,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Recoveries from Housing,Recoveries & Revenue,0,0,-75726,75726,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Recoveries/Labor/Data Install,Recoveries & Revenue,-50000,-50000,-19125,-30875,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Recoveries/Internal,Recoveries & Revenue,-350000,-350000,-192319.93,-157680.07,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Network/Data Supplies,Supplies & Printing,1000000,1000000,965055.94,34944.060000000056,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Data Installation,Other,0,0,-1195551.21,1195551.21,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Network Components $10K and above,Telecomm & Network,190000,190000,51527.45,138472.55,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Computing Equipment under $10K,Equipment & Hardware,30000,30000,32796.96,-2796.959999999999,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Software/Cloud Subscriptions,Software & Maintenance,0,0,859.39,-859.39,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Other Sales Serv/Revenue,Recoveries & Revenue,-5000,-5000,-5233.74,233.73999999999978,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Other,Other,0,0,-9390.33,9390.33,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Telephone and Network Costs,Telecomm & Network,100000,100000,138301.79,-38301.79000000001,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Va Tech/Electrical,Other,0,0,6971.25,-6971.25,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Tele Circuits,Telecomm & Network,0,0,4548.12,-4548.12,2026-06-30,12,Jun
FY26,Network Services,Network & Infrastructure,a/o 6/30/26,Tele Verizon,Telecomm & Network,136066,136066,213727.59,-77661.59,2026-06-30,12,Jun
