FY,Department,Division,Month,Category,Category_Group,Perm_Budget,Current_Budget,Expenditure,Balance,Date,Fiscal_Month,Month_Name
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Other Allocated Cost,Other,-45036,-45036,2422.85,-47458.85,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 7/31/25,Internal Service Charge,Recoveries & Revenue,-55000,-55000,-513,-54487,2025-07-31,1,Jul
FY26,Campus Card Services,Technical Support Services,a/o 8/31/25,Internal Service Charge,Recoveries & Revenue,-55000,-55000,-6443.5,-48556.5,2025-08-31,2,Aug
FY26,Campus Card Services,Technical Support Services,a/o 9/30/25,Internal Service Charge,Recoveries & Revenue,-55000,-55000,-9399.03,-45600.97,2025-09-30,3,Sep
FY26,Campus Card Services,Technical Support Services,a/o 10/31/25,Internal Service Charge,Recoveries & Revenue,-55000,-55000,-10991.15,-44008.85,2025-10-31,4,Oct
FY26,Campus Card Services,Technical Support Services,a/o 11/30/25,Internal Service Charge,Recoveries & Revenue,-55000,-55000,-11779.81,-43220.19,2025-11-30,5,Nov
FY26,Campus Card Services,Technical Support Services,a/o 12/31/25,Internal Service Charge,Recoveries & Revenue,-55000,-55000,-12025.76,-42974.24,2025-12-31,6,Dec
FY26,Campus Card Services,Technical Support Services,a/o 1/31/26,Internal Service Charge,Recoveries & Revenue,-55000,-55000,-13523.09,-41476.91,2026-01-31,7,Jan
FY26,Campus Card Services,Technical Support Services,a/o 2/28/26,Internal Service Charge,Recoveries & Revenue,-55000,-55000,-14091.64,-40908.36,2026-02-28,8,Feb
FY26,Campus Card Services,Technical Support Services,a/o 3/31/26,Internal Service Charge,Recoveries & Revenue,-55000,-55000,-15067.67,-39932.33,2026-03-31,9,Mar
FY26,Campus Card Services,Technical Support Services,a/o 4/30/26,Internal Service Charge,Recoveries & Revenue,-55000,-55000,-16664.67,-38335.33,2026-04-30,10,Apr
FY26,Campus Card Services,Technical Support Services,a/o 5/31/26,Internal Service Charge,Recoveries & Revenue,-55000,-55000,-17183.2,-37816.8,2026-05-31,11,May
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Internal Service Charge,Recoveries & Revenue,-55000,-55000,-69708.62,14708.619999999995,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 7/31/25,Sales/Services(Revenue),Recoveries & Revenue,-350000,-350000,-151680.6,-198319.4,2025-07-31,1,Jul
FY26,Campus Card Services,Technical Support Services,a/o 8/31/25,Sales/Services(Revenue),Recoveries & Revenue,-350000,-350000,-165398.03,-184601.97,2025-08-31,2,Aug
FY26,Campus Card Services,Technical Support Services,a/o 9/30/25,Sales/Services(Revenue),Recoveries & Revenue,-350000,-350000,-205387.42,-144612.58,2025-09-30,3,Sep
FY26,Campus Card Services,Technical Support Services,a/o 10/31/25,Sales/Services(Revenue),Recoveries & Revenue,-350000,-350000,-234188.92,-115811.07999999999,2025-10-31,4,Oct
FY26,Campus Card Services,Technical Support Services,a/o 11/30/25,Sales/Services(Revenue),Recoveries & Revenue,-350000,-350000,-281666.20999999996,-68333.79000000004,2025-11-30,5,Nov
FY26,Campus Card Services,Technical Support Services,a/o 12/31/25,Sales/Services(Revenue),Recoveries & Revenue,-350000,-350000,-287988.86,-62011.140000000014,2025-12-31,6,Dec
FY26,Campus Card Services,Technical Support Services,a/o 1/31/26,Sales/Services(Revenue),Recoveries & Revenue,-350000,-350000,-308617.45,-41382.54999999999,2026-01-31,7,Jan
FY26,Campus Card Services,Technical Support Services,a/o 2/28/26,Sales/Services(Revenue),Recoveries & Revenue,-350000,-350000,-340892.95999999996,-9107.040000000037,2026-02-28,8,Feb
FY26,Campus Card Services,Technical Support Services,a/o 3/31/26,Sales/Services(Revenue),Recoveries & Revenue,-350000,-350000,-377146.94999999995,27146.949999999953,2026-03-31,9,Mar
FY26,Campus Card Services,Technical Support Services,a/o 4/30/26,Sales/Services(Revenue),Recoveries & Revenue,-350000,-350000,-408061.58999999997,58061.58999999997,2026-04-30,10,Apr
FY26,Campus Card Services,Technical Support Services,a/o 5/31/26,Sales/Services(Revenue),Recoveries & Revenue,-350000,-350000,-451266.80999999994,101266.80999999994,2026-05-31,11,May
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Sales/Services(Revenue),Recoveries & Revenue,-350000,-350000,-477117.62,127117.62,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 7/31/25,Classified/IT Salaries,Salaries,194796,194796,14369.66,23020.079999999987,2025-07-31,1,Jul
FY26,Technology Support Services,Technical Support Services,a/o 8/31/25,Classified/IT Salaries,Salaries,194796,194796,35924.15,22930.080000000016,2025-08-31,2,Aug
FY26,Technology Support Services,Technical Support Services,a/o 9/30/25,Classified/IT Salaries,Salaries,194796,194796,50293.81,22870.080000000016,2025-09-30,3,Sep
FY26,Technology Support Services,Technical Support Services,a/o 10/31/25,Classified/IT Salaries,Salaries,194796,194796,64663.47,22810.080000000016,2025-10-31,4,Oct
FY26,Technology Support Services,Technical Support Services,a/o 11/30/25,Classified/IT Salaries,Salaries,194796,194796,71848.3,22780.080000000016,2025-11-30,5,Nov
FY26,Technology Support Services,Technical Support Services,a/o 12/31/25,Classified/IT Salaries,Salaries,194796,194796,86217.96,22720.079999999987,2025-12-31,6,Dec
FY26,Technology Support Services,Technical Support Services,a/o 1/31/26,Classified/IT Salaries,Salaries,194796,194796,107772.45,22630.080000000016,2026-01-31,7,Jan
FY26,Technology Support Services,Technical Support Services,a/o 2/28/26,Classified/IT Salaries,Salaries,194796,194796,122142.11,22570.080000000016,2026-02-28,8,Feb
FY26,Technology Support Services,Technical Support Services,a/o 3/31/26,Classified/IT Salaries,Salaries,194796,194796,136511.77,22510.080000000016,2026-03-31,9,Mar
FY26,Technology Support Services,Technical Support Services,a/o 4/30/26,Classified/IT Salaries,Salaries,194796,194796,143696.6,22480.079999999987,2026-04-30,10,Apr
FY26,Technology Support Services,Technical Support Services,a/o 5/31/26,Classified/IT Salaries,Salaries,194796,194796,158066.26,22420.079999999987,2026-05-31,11,May
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Classified/IT Salaries,Salaries,194796,195837,172435.92,23401.079999999987,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 5/31/26,Hourly/Bonus,Salaries,0,0,500,-500,2026-05-31,11,May
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Hourly/Bonus,Salaries,0,0,2000,-2000,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 5/31/26,Hourly Fringe,Salaries,0,0,37,-37,2026-05-31,11,May
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Hourly Fringe,Salaries,0,0,37,-37,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 7/31/25,Fringes,Fringes,66827,66827,5451.98,1403.2349399999948,2025-07-31,1,Jul
FY26,Technology Support Services,Technical Support Services,a/o 8/31/25,Fringes,Fringes,66827,66827,13629.95,1403.2356299999956,2025-08-31,2,Aug
FY26,Technology Support Services,Technical Support Services,a/o 9/30/25,Fringes,Fringes,66827,66827,19081.94,1403.2260899999965,2025-09-30,3,Sep
FY26,Technology Support Services,Technical Support Services,a/o 10/31/25,Fringes,Fringes,66827,66827,24533.92,1403.2265499999994,2025-10-31,4,Oct
FY26,Technology Support Services,Technical Support Services,a/o 11/30/25,Fringes,Fringes,66827,66827,27259.91,1403.2267799999972,2025-11-30,5,Nov
FY26,Technology Support Services,Technical Support Services,a/o 12/31/25,Fringes,Fringes,66827,66827,32711.9,1403.2172399999981,2025-12-31,6,Dec
FY26,Technology Support Services,Technical Support Services,a/o 1/31/26,Fringes,Fringes,66827,66827,40889.87,1403.217929999999,2026-01-31,7,Jan
FY26,Technology Support Services,Technical Support Services,a/o 2/28/26,Fringes,Fringes,66827,66827,46341.85,1403.2183900000018,2026-02-28,8,Feb
FY26,Technology Support Services,Technical Support Services,a/o 3/31/26,Fringes,Fringes,66827,66827,51793.83,1152.7997999999934,2026-03-31,9,Mar
FY26,Technology Support Services,Technical Support Services,a/o 4/30/26,Fringes,Fringes,66827,66827,55453.19,269.5138399999996,2026-04-30,10,Apr
FY26,Technology Support Services,Technical Support Services,a/o 5/31/26,Fringes,Fringes,66827,66827,61005.33,269.5219199999992,2026-05-31,11,May
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Fringes,Fringes,66827,66827,67139.48,-312.4799999999959,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 5/31/26,Technical/ Other,Other,68063,65166.63,3400,61766.63,2026-05-31,11,May
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Technical/ Other,Other,68063,65166.63,3400,61766.63,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 7/31/25,Software Cloud Subscriptions,Software & Maintenance,0,0,781494.18,-258026.69000000006,2025-07-31,1,Jul
FY26,Technology Support Services,Technical Support Services,a/o 8/31/25,Software Cloud Subscriptions,Software & Maintenance,0,0,264985.6,-6958.709999999963,2025-08-31,2,Aug
FY26,Technology Support Services,Technical Support Services,a/o 9/30/25,Software Cloud Subscriptions,Software & Maintenance,0,0,6958.71,-6958.71,2025-09-30,3,Sep
FY26,Technology Support Services,Technical Support Services,a/o 10/31/25,Software Cloud Subscriptions,Software & Maintenance,0,584240,6958.71,577281.29,2025-10-31,4,Oct
FY26,Technology Support Services,Technical Support Services,a/o 11/30/25,Software Cloud Subscriptions,Software & Maintenance,0,584240,6958.71,577281.29,2025-11-30,5,Nov
FY26,Technology Support Services,Technical Support Services,a/o 12/31/25,Software Cloud Subscriptions,Software & Maintenance,0,584240,6958.71,577281.29,2025-12-31,6,Dec
FY26,Technology Support Services,Technical Support Services,a/o 1/31/26,Software Cloud Subscriptions,Software & Maintenance,0,584240,6958.71,577281.29,2026-01-31,7,Jan
FY26,Technology Support Services,Technical Support Services,a/o 2/28/26,Software Cloud Subscriptions,Software & Maintenance,0,584240,6958.71,577281.29,2026-02-28,8,Feb
FY26,Technology Support Services,Technical Support Services,a/o 3/31/26,Software Cloud Subscriptions,Software & Maintenance,0,584240,6958.71,577281.29,2026-03-31,9,Mar
FY26,Technology Support Services,Technical Support Services,a/o 4/30/26,Software Cloud Subscriptions,Software & Maintenance,0,584240,6958.71,577281.29,2026-04-30,10,Apr
FY26,Technology Support Services,Technical Support Services,a/o 5/31/26,Software Cloud Subscriptions,Software & Maintenance,0,584240,6958.71,577281.29,2026-05-31,11,May
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Software Cloud Subscriptions,Software & Maintenance,0,584240,591198.71,-6958.709999999963,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 7/31/25,Contractual/Printing,Supplies & Printing,8432,8432,0.12,8431.88,2025-07-31,1,Jul
FY26,Technology Support Services,Technical Support Services,a/o 8/31/25,Contractual/Printing,Supplies & Printing,8432,8432,0.12,8431.88,2025-08-31,2,Aug
FY26,Technology Support Services,Technical Support Services,a/o 9/30/25,Contractual/Printing,Supplies & Printing,8432,8432,0.14,8431.86,2025-09-30,3,Sep
FY26,Technology Support Services,Technical Support Services,a/o 10/31/25,Contractual/Printing,Supplies & Printing,8432,8432,0.25,8431.75,2025-10-31,4,Oct
FY26,Technology Support Services,Technical Support Services,a/o 11/30/25,Contractual/Printing,Supplies & Printing,8432,8432,0.25,8431.75,2025-11-30,5,Nov
FY26,Technology Support Services,Technical Support Services,a/o 12/31/25,Contractual/Printing,Supplies & Printing,8432,8432,1.25,8430.75,2025-12-31,6,Dec
FY26,Technology Support Services,Technical Support Services,a/o 1/31/26,Contractual/Printing,Supplies & Printing,8432,8432,1.25,8430.75,2026-01-31,7,Jan
FY26,Technology Support Services,Technical Support Services,a/o 2/28/26,Contractual/Printing,Supplies & Printing,8432,8432,1.25,8430.75,2026-02-28,8,Feb
FY26,Technology Support Services,Technical Support Services,a/o 3/31/26,Contractual/Printing,Supplies & Printing,8432,8432,1.25,8430.75,2026-03-31,9,Mar
FY26,Technology Support Services,Technical Support Services,a/o 4/30/26,Contractual/Printing,Supplies & Printing,8432,8432,1.27,8430.73,2026-04-30,10,Apr
FY26,Technology Support Services,Technical Support Services,a/o 5/31/26,Contractual/Printing,Supplies & Printing,8432,8432,1.27,8430.73,2026-05-31,11,May
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Contractual/Printing,Supplies & Printing,8432,8432,1.27,8430.73,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Supplies,Supplies & Printing,6316,6316,-22997.5,29313.5,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 8/31/25,Fuel/Fleet,Other,0,0,30.36,-30.36,2025-08-31,2,Aug
FY26,Technology Support Services,Technical Support Services,a/o 9/30/25,Fuel/Fleet,Other,0,0,30.36,-30.36,2025-09-30,3,Sep
FY26,Technology Support Services,Technical Support Services,a/o 10/31/25,Fuel/Fleet,Other,0,0,61.06,-61.06,2025-10-31,4,Oct
FY26,Technology Support Services,Technical Support Services,a/o 11/30/25,Fuel/Fleet,Other,0,0,61.06,-61.06,2025-11-30,5,Nov
FY26,Technology Support Services,Technical Support Services,a/o 12/31/25,Fuel/Fleet,Other,0,0,61.06,-61.06,2025-12-31,6,Dec
FY26,Technology Support Services,Technical Support Services,a/o 1/31/26,Fuel/Fleet,Other,0,0,61.06,-61.06,2026-01-31,7,Jan
FY26,Technology Support Services,Technical Support Services,a/o 2/28/26,Fuel/Fleet,Other,0,0,61.06,-61.06,2026-02-28,8,Feb
FY26,Technology Support Services,Technical Support Services,a/o 3/31/26,Fuel/Fleet,Other,0,0,61.06,-61.06,2026-03-31,9,Mar
FY26,Technology Support Services,Technical Support Services,a/o 4/30/26,Fuel/Fleet,Other,0,0,111.34,-111.34,2026-04-30,10,Apr
FY26,Technology Support Services,Technical Support Services,a/o 5/31/26,Fuel/Fleet,Other,0,0,111.34,-111.34,2026-05-31,11,May
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Fuel/Fleet,Other,0,0,111.34,-111.34,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 7/31/25,Telecomm/Wireless,Telecomm & Network,6520,6520,557.27,5962.73,2025-07-31,1,Jul
FY26,Technology Support Services,Technical Support Services,a/o 8/31/25,Telecomm/Wireless,Telecomm & Network,6520,6520,1116.32,5403.68,2025-08-31,2,Aug
FY26,Technology Support Services,Technical Support Services,a/o 9/30/25,Telecomm/Wireless,Telecomm & Network,6520,6520,1192.97,5327.03,2025-09-30,3,Sep
FY26,Technology Support Services,Technical Support Services,a/o 10/31/25,Telecomm/Wireless,Telecomm & Network,6520,6520,1269.88,5250.12,2025-10-31,4,Oct
FY26,Technology Support Services,Technical Support Services,a/o 11/30/25,Telecomm/Wireless,Telecomm & Network,6520,6520,1345.42,5174.58,2025-11-30,5,Nov
FY26,Technology Support Services,Technical Support Services,a/o 12/31/25,Telecomm/Wireless,Telecomm & Network,6520,6520,1417.74,5102.26,2025-12-31,6,Dec
FY26,Technology Support Services,Technical Support Services,a/o 1/31/26,Telecomm/Wireless,Telecomm & Network,6520,6520,1490.63,5029.37,2026-01-31,7,Jan
FY26,Technology Support Services,Technical Support Services,a/o 2/28/26,Telecomm/Wireless,Telecomm & Network,6520,6520,1564.8600000000001,4955.139999999999,2026-02-28,8,Feb
FY26,Technology Support Services,Technical Support Services,a/o 3/31/26,Telecomm/Wireless,Telecomm & Network,6520,6520,1640.4299999999998,4879.57,2026-03-31,9,Mar
FY26,Technology Support Services,Technical Support Services,a/o 4/30/26,Telecomm/Wireless,Telecomm & Network,6520,6520,1688.77,4831.23,2026-04-30,10,Apr
FY26,Technology Support Services,Technical Support Services,a/o 5/31/26,Telecomm/Wireless,Telecomm & Network,6520,6520,1736.81,4783.1900000000005,2026-05-31,11,May
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Telecomm/Wireless,Telecomm & Network,6520,6520,1784.1100000000001,4735.889999999999,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 7/31/25,Lease Equipment,Equipment & Hardware,5000,5000,142.6,4857.4,2025-07-31,1,Jul
FY26,Technology Support Services,Technical Support Services,a/o 8/31/25,Lease Equipment,Equipment & Hardware,5000,5000,285.2,4714.8,2025-08-31,2,Aug
FY26,Technology Support Services,Technical Support Services,a/o 9/30/25,Lease Equipment,Equipment & Hardware,5000,5000,427.8,4572.2,2025-09-30,3,Sep
FY26,Technology Support Services,Technical Support Services,a/o 10/31/25,Lease Equipment,Equipment & Hardware,5000,5000,570.4,4429.6,2025-10-31,4,Oct
FY26,Technology Support Services,Technical Support Services,a/o 11/30/25,Lease Equipment,Equipment & Hardware,5000,5000,713,4287,2025-11-30,5,Nov
FY26,Technology Support Services,Technical Support Services,a/o 12/31/25,Lease Equipment,Equipment & Hardware,5000,5000,855.6,4144.4,2025-12-31,6,Dec
FY26,Technology Support Services,Technical Support Services,a/o 1/31/26,Lease Equipment,Equipment & Hardware,5000,5000,998.2,4001.8,2026-01-31,7,Jan
FY26,Technology Support Services,Technical Support Services,a/o 2/28/26,Lease Equipment,Equipment & Hardware,5000,5000,1140.8,3859.2,2026-02-28,8,Feb
FY26,Technology Support Services,Technical Support Services,a/o 3/31/26,Lease Equipment,Equipment & Hardware,5000,5000,1283.4,3716.6,2026-03-31,9,Mar
FY26,Technology Support Services,Technical Support Services,a/o 4/30/26,Lease Equipment,Equipment & Hardware,5000,5000,1426,3574,2026-04-30,10,Apr
FY26,Technology Support Services,Technical Support Services,a/o 5/31/26,Lease Equipment,Equipment & Hardware,5000,5000,1568.6,3431.4,2026-05-31,11,May
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Lease Equipment,Equipment & Hardware,5000,5000,1711.2,3288.8,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 7/31/25,Training/Travel,Training & Travel,1725,1725,2925,-1200,2025-07-31,1,Jul
FY26,Technology Support Services,Technical Support Services,a/o 8/31/25,Training/Travel,Training & Travel,1725,1725,2925,-1200,2025-08-31,2,Aug
FY26,Technology Support Services,Technical Support Services,a/o 9/30/25,Training/Travel,Training & Travel,1725,1725,2925,-1200,2025-09-30,3,Sep
FY26,Technology Support Services,Technical Support Services,a/o 10/31/25,Training/Travel,Training & Travel,1725,1725,2925,-1200,2025-10-31,4,Oct
FY26,Technology Support Services,Technical Support Services,a/o 11/30/25,Training/Travel,Training & Travel,1725,1725,2925,-1200,2025-11-30,5,Nov
FY26,Technology Support Services,Technical Support Services,a/o 12/31/25,Training/Travel,Training & Travel,1725,1725,2925,-1200,2025-12-31,6,Dec
FY26,Technology Support Services,Technical Support Services,a/o 1/31/26,Training/Travel,Training & Travel,1725,1725,2925,-1200,2026-01-31,7,Jan
FY26,Technology Support Services,Technical Support Services,a/o 2/28/26,Training/Travel,Training & Travel,1725,1725,2925,-1200,2026-02-28,8,Feb
FY26,Technology Support Services,Technical Support Services,a/o 3/31/26,Training/Travel,Training & Travel,1725,1725,2925,-1200,2026-03-31,9,Mar
FY26,Technology Support Services,Technical Support Services,a/o 4/30/26,Training/Travel,Training & Travel,1725,1725,2925,-1200,2026-04-30,10,Apr
FY26,Technology Support Services,Technical Support Services,a/o 5/31/26,Training/Travel,Training & Travel,1725,1725,2925,-1200,2026-05-31,11,May
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Training/Travel,Training & Travel,1725,1725,2925,-1200,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 3/31/26,Internal charge,Recoveries & Revenue,0,0,507,-507,2026-03-31,9,Mar
FY26,Technology Support Services,Technical Support Services,a/o 4/30/26,Internal charge,Recoveries & Revenue,0,0,507,-507,2026-04-30,10,Apr
FY26,Technology Support Services,Technical Support Services,a/o 5/31/26,Internal charge,Recoveries & Revenue,0,0,507,-507,2026-05-31,11,May
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Internal charge,Recoveries & Revenue,0,0,507,-507,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 8/31/25,Equipment/RAMTECH,Equipment & Hardware,2,2,119,-117,2025-08-31,2,Aug
FY26,Technology Support Services,Technical Support Services,a/o 9/30/25,Equipment/RAMTECH,Equipment & Hardware,2,2,119,-117,2025-09-30,3,Sep
FY26,Technology Support Services,Technical Support Services,a/o 10/31/25,Equipment/RAMTECH,Equipment & Hardware,2,2,119,-117,2025-10-31,4,Oct
FY26,Technology Support Services,Technical Support Services,a/o 11/30/25,Equipment/RAMTECH,Equipment & Hardware,2,2,119,-117,2025-11-30,5,Nov
FY26,Technology Support Services,Technical Support Services,a/o 12/31/25,Equipment/RAMTECH,Equipment & Hardware,2,2,119,-117,2025-12-31,6,Dec
FY26,Technology Support Services,Technical Support Services,a/o 1/31/26,Equipment/RAMTECH,Equipment & Hardware,2,2,119,-117,2026-01-31,7,Jan
FY26,Technology Support Services,Technical Support Services,a/o 2/28/26,Equipment/RAMTECH,Equipment & Hardware,2,2,119,-117,2026-02-28,8,Feb
FY26,Technology Support Services,Technical Support Services,a/o 3/31/26,Equipment/RAMTECH,Equipment & Hardware,2,2,6471,-6469,2026-03-31,9,Mar
FY26,Technology Support Services,Technical Support Services,a/o 4/30/26,Equipment/RAMTECH,Equipment & Hardware,2,2,18859,-18857,2026-04-30,10,Apr
FY26,Technology Support Services,Technical Support Services,a/o 5/31/26,Equipment/RAMTECH,Equipment & Hardware,2,2,19617,-19615,2026-05-31,11,May
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Equipment/RAMTECH,Equipment & Hardware,2,2,79448,-79446,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 7/31/25,Classified/IT/Univ. Salaries,Salaries,402230,402230,32915.12,263.11999999999534,2025-07-31,1,Jul
FY26,Technology Support Services,Technical Support Services,a/o 8/31/25,Classified/IT/Univ. Salaries,Salaries,402230,402230,83450.36,53.11999999999534,2025-08-31,2,Aug
FY26,Technology Support Services,Technical Support Services,a/o 9/30/25,Classified/IT/Univ. Salaries,Salaries,402230,402230,117140.52,-86.88000000000466,2025-09-30,3,Sep
FY26,Technology Support Services,Technical Support Services,a/o 10/31/25,Classified/IT/Univ. Salaries,Salaries,402230,402230,150830.68,-226.88000000000466,2025-10-31,4,Oct
FY26,Technology Support Services,Technical Support Services,a/o 11/30/25,Classified/IT/Univ. Salaries,Salaries,402230,402230,167675.76,-296.88000000000466,2025-11-30,5,Nov
FY26,Technology Support Services,Technical Support Services,a/o 12/31/25,Classified/IT/Univ. Salaries,Salaries,402230,402230,201365.92,-436.88000000000466,2025-12-31,6,Dec
FY26,Technology Support Services,Technical Support Services,a/o 1/31/26,Classified/IT/Univ. Salaries,Salaries,402230,402230,251901.16,-646.8800000000047,2026-01-31,7,Jan
FY26,Technology Support Services,Technical Support Services,a/o 2/28/26,Classified/IT/Univ. Salaries,Salaries,402230,402230,285591.32,-786.8800000000047,2026-02-28,8,Feb
FY26,Technology Support Services,Technical Support Services,a/o 3/31/26,Classified/IT/Univ. Salaries,Salaries,402230,402230,319281.48,-926.8800000000047,2026-03-31,9,Mar
FY26,Technology Support Services,Technical Support Services,a/o 4/30/26,Classified/IT/Univ. Salaries,Salaries,402230,402230,336126.56,-996.8800000000047,2026-04-30,10,Apr
FY26,Technology Support Services,Technical Support Services,a/o 5/31/26,Classified/IT/Univ. Salaries,Salaries,402230,402230,369816.72,-1136.8800000000047,2026-05-31,11,May
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Classified/IT/Univ. Salaries,Salaries,402230,406394,403506.88,2887.1199999999953,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Bonuses,Bonus/OT/VSDP,1000,1000,6000,-5000,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 7/31/25,Fringes,Fringes,137109,137109,12487.32,-15987.040560000023,2025-07-31,1,Jul
FY26,Technology Support Services,Technical Support Services,a/o 8/31/25,Fringes,Fringes,137109,137109,31661.25,-15987.054120000015,2025-08-31,2,Aug
FY26,Technology Support Services,Technical Support Services,a/o 9/30/25,Fringes,Fringes,137109,137109,44443.85,-15987.043160000001,2025-09-30,3,Sep
FY26,Technology Support Services,Technical Support Services,a/o 10/31/25,Fringes,Fringes,137109,137109,57226.46,-15987.042199999996,2025-10-31,4,Oct
FY26,Technology Support Services,Technical Support Services,a/o 11/30/25,Fringes,Fringes,137109,137109,63617.76,-15987.036720000004,2025-11-30,5,Nov
FY26,Technology Support Services,Technical Support Services,a/o 12/31/25,Fringes,Fringes,137109,137109,76400.38,-15987.045760000008,2025-12-31,6,Dec
FY26,Technology Support Services,Technical Support Services,a/o 1/31/26,Fringes,Fringes,137109,137109,95574.3,-15987.049319999991,2026-01-31,7,Jan
FY26,Technology Support Services,Technical Support Services,a/o 2/28/26,Fringes,Fringes,137109,137109,108356.91,-15987.048360000015,2026-02-28,8,Feb
FY26,Technology Support Services,Technical Support Services,a/o 3/31/26,Fringes,Fringes,137109,137109,121139.53,-16574.185200000007,2026-03-31,9,Mar
FY26,Technology Support Services,Technical Support Services,a/o 4/30/26,Fringes,Fringes,137109,137109,129719.19,-18645.114159999997,2026-04-30,10,Apr
FY26,Technology Support Services,Technical Support Services,a/o 5/31/26,Fringes,Fringes,137109,137109,142736.64,-18645.10208000001,2026-05-31,11,May
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Fringes,Fringes,137109,137109,158082.09,-20973.089999999997,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Contractual/Internal,Contractual & Services,0,0,761.25,-761.25,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 8/31/25,Technical/Printing,Supplies & Printing,0,0,412.5,-412.5,2025-08-31,2,Aug
FY26,Technology Support Services,Technical Support Services,a/o 9/30/25,Technical/Printing,Supplies & Printing,0,0,412.69,-412.69,2025-09-30,3,Sep
FY26,Technology Support Services,Technical Support Services,a/o 10/31/25,Technical/Printing,Supplies & Printing,0,0,412.75,-412.75,2025-10-31,4,Oct
FY26,Technology Support Services,Technical Support Services,a/o 11/30/25,Technical/Printing,Supplies & Printing,0,0,412.88,-412.88,2025-11-30,5,Nov
FY26,Technology Support Services,Technical Support Services,a/o 12/31/25,Technical/Printing,Supplies & Printing,0,0,413.17,-413.17,2025-12-31,6,Dec
FY26,Technology Support Services,Technical Support Services,a/o 1/31/26,Technical/Printing,Supplies & Printing,0,0,413.78,-413.78,2026-01-31,7,Jan
FY26,Technology Support Services,Technical Support Services,a/o 2/28/26,Technical/Printing,Supplies & Printing,0,0,413.86,-413.86,2026-02-28,8,Feb
FY26,Technology Support Services,Technical Support Services,a/o 3/31/26,Technical/Printing,Supplies & Printing,0,0,671.68,-671.68,2026-03-31,9,Mar
FY26,Technology Support Services,Technical Support Services,a/o 4/30/26,Technical/Printing,Supplies & Printing,0,0,672.3399999999999,-672.3399999999999,2026-04-30,10,Apr
FY26,Technology Support Services,Technical Support Services,a/o 5/31/26,Technical/Printing,Supplies & Printing,0,0,775.48,-775.48,2026-05-31,11,May
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Technical/Printing,Supplies & Printing,0,0,775.7800000000001,-775.7800000000001,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 9/30/25,Clothing/Supplies/Postage,Supplies & Printing,1200,1200,39.93,1160.07,2025-09-30,3,Sep
FY26,Technology Support Services,Technical Support Services,a/o 10/31/25,Clothing/Supplies/Postage,Supplies & Printing,1200,1200,39.93,1160.07,2025-10-31,4,Oct
